order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,1714409902.288391,DB
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,1714409902.288391,DB
41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,1714409902.288391,DB
42,1095,4,2016-01-27,2016-01-28,2016-01-30,2,7,1714409902.288391,DB
43,1434,4,2016-01-27,2016-01-28,2016-01-30,2,7,1714409902.288391,DB
44,861,4,2016-01-28,2016-01-31,2016-01-30,2,7,1714409902.288391,DB
45,1220,4,2016-01-28,2016-01-31,2016-01-31,2,7,1714409902.288391,DB
46,746,4,2016-01-29,2016-01-31,2016-01-31,2,7,1714409902.288391,DB
47,1234,4,2016-01-29,2016-01-30,2016-01-31,2,7,1714409902.288391,DB
48,1012,4,2016-01-30,2016-02-01,2016-02-02,2,7,1714409902.288391,DB
49,608,4,2016-01-31,2016-02-01,2016-02-02,2,6,1714409902.288391,DB
50,872,4,2016-01-31,2016-02-03,2016-02-02,3,8,1714409902.288391,DB
51,1047,4,2016-02-01,2016-02-02,2016-02-03,2,7,1714409902.288391,DB
52,767,4,2016-02-03,2016-02-04,2016-02-05,1,2,1714409902.288391,DB
53,965,4,2016-02-03,2016-02-04,2016-02-05,2,6,1714409902.288391,DB
54,535,4,2016-02-04,2016-02-07,2016-02-07,2,7,1714409902.288391,DB
55,1173,4,2016-02-04,2016-02-07,2016-02-06,2,6,1714409902.288391,DB
56,1241,4,2016-02-04,2016-02-06,2016-02-07,2,6,1714409902.288391,DB
57,1305,4,2016-02-04,2016-02-06,2016-02-06,2,7,1714409902.288391,DB
58,504,4,2016-02-05,2016-02-07,2016-02-07,2,6,1714409902.288391,DB
59,563,4,2016-02-05,2016-02-07,2016-02-06,2,7,1714409902.288391,DB
60,151,4,2016-02-06,2016-02-08,2016-02-07,1,3,1714409902.288391,DB
61,277,4,2016-02-06,2016-02-09,2016-02-09,2,7,1714409902.288391,DB
62,208,4,2016-02-07,2016-02-10,2016-02-10,1,2,1714409902.288391,DB
63,1075,4,2016-02-07,2016-02-09,2016-02-09,2,7,1714409902.288391,DB
64,1185,4,2016-02-07,2016-02-08,2016-02-09,2,6,1714409902.288391,DB
65,996,4,2016-02-08,2016-02-09,2016-02-11,2,6,1714409902.288391,DB
66,1253,4,2016-02-09,2016-02-12,2016-02-12,2,7,1714409902.288391,DB
67,526,4,2016-02-09,2016-02-11,2016-02-10,3,8,1714409902.288391,DB
68,381,4,2016-02-10,2016-02-11,2016-02-13,2,6,1714409902.288391,DB
69,1413,4,2016-02-10,2016-02-12,2016-02-11,2,7,1714409902.288391,DB
70,50,3,2016-02-11,2016-02-11,,3,9,1714409902.288391,DB
71,797,4,2016-02-11,2016-02-14,2016-02-12,2,7,1714409902.288391,DB
72,1386,4,2016-02-12,2016-02-15,2016-02-13,1,2,1714409902.288391,DB
73,612,4,2016-02-12,2016-02-15,2016-02-14,2,7,1714409902.288391,DB
74,264,4,2016-02-13,2016-02-15,2016-02-15,2,7,1714409902.288391,DB
75,587,4,2016-02-14,2016-02-15,2016-02-17,2,6,1714409902.288391,DB
76,9,3,2016-02-16,2016-02-16,,2,6,1714409902.288391,DB
77,385,4,2016-02-16,2016-02-19,2016-02-19,1,2,1714409902.288391,DB
78,1182,4,2016-02-16,2016-02-18,2016-02-19,2,7,1714409902.288391,DB
79,529,4,2016-02-17,2016-02-20,2016-02-20,1,3,1714409902.288391,DB
80,397,4,2016-02-17,2016-02-20,2016-02-19,2,6,1714409902.288391,DB
81,521,4,2016-02-17,2016-02-19,2016-02-18,2,6,1714409902.288391,DB
82,1223,4,2016-02-18,2016-02-21,2016-02-20,2,6,1714409902.288391,DB
83,393,4,2016-02-19,2016-02-20,2016-02-20,1,3,1714409902.288391,DB
84,317,4,2016-02-20,2016-02-22,2016-02-21,2,7,1714409902.288391,DB
85,1174,4,2016-02-20,2016-02-23,2016-02-21,2,7,1714409902.288391,DB
86,276,4,2016-02-21,2016-02-22,2016-02-23,2,7,1714409902.288391,DB
87,516,4,2016-02-21,2016-02-22,2016-02-23,2,6,1714409902.288391,DB
88,1069,4,2016-02-21,2016-02-22,2016-02-23,2,6,1714409902.288391,DB
89,668,4,2016-02-21,2016-02-24,2016-02-24,3,8,1714409902.288391,DB
90,414,4,2016-02-23,2016-02-25,2016-02-24,2,7,1714409902.288391,DB
91,648,4,2016-02-25,2016-02-27,2016-02-28,1,2,1714409902.288391,DB
92,1309,4,2016-02-25,2016-02-28,2016-02-28,2,7,1714409902.288391,DB
93,1328,4,2016-02-26,2016-02-28,2016-02-27,1,3,1714409902.288391,DB
94,929,4,2016-02-27,2016-02-28,2016-02-29,1,2,1714409902.288391,DB
95,218,4,2016-02-27,2016-02-29,2016-02-28,2,7,1714409902.288391,DB
96,1094,4,2016-02-27,2016-02-29,2016-02-28,2,7,1714409902.288391,DB
97,204,4,2016-02-28,2016-02-29,2016-03-01,2,7,1714409902.288391,DB
98,1194,4,2016-02-28,2016-02-29,2016-02-29,2,6,1714409902.288391,DB
99,1165,4,2016-02-29,2016-03-01,2016-03-03,3,9,1714409902.288391,DB
100,1237,4,2016-03-01,2016-03-04,2016-03-03,2,7,1714409902.288391,DB
101,271,4,2016-03-01,2016-03-04,2016-03-04,3,8,1714409902.288391,DB
102,336,4,2016-03-02,2016-03-05,2016-03-03,2,7,1714409902.288391,DB
103,991,4,2016-03-03,2016-03-06,2016-03-05,1,2,1714409902.288391,DB
104,7,4,2016-03-03,2016-03-05,2016-03-05,2,7,1714409902.288391,DB
105,306,4,2016-03-03,2016-03-05,2016-03-04,2,7,1714409902.288391,DB
106,422,4,2016-03-04,2016-03-05,2016-03-05,3,9,1714409902.288391,DB
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,1714409902.288391,DB
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,1714409902.288391,DB
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,1714409902.288391,DB
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,1714409902.288391,DB
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,1714409902.288391,DB
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,1714409902.288391,DB
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,1714409902.288391,DB
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,1714409902.288391,DB
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,1714409902.288391,DB
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,1714409902.288391,DB
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,1714409902.288391,DB
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,1714409902.288391,DB
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,1714409902.288391,DB
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,1714409902.288391,DB
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,1714409902.288391,DB
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,1714409902.288391,DB
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,1714409902.288391,DB
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,1714409902.288391,DB
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,1714409902.288391,DB
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,1714409902.288391,DB
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,1714409902.288391,DB
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,1714409902.288391,DB
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,1714409902.288391,DB
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,1714409902.288391,DB
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,1714409902.288391,DB
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,1714409902.288391,DB
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,1714409902.288391,DB
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,1714409902.288391,DB
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,1714409902.288391,DB
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,1714409902.288391,DB
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,1714409902.288391,DB
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,1714409902.288391,DB
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,1714409902.288391,DB
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,1714409902.288391,DB
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,1714409902.288391,DB
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,1714409902.288391,DB
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,1714409902.288391,DB
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,1714409902.288391,DB
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,1714409902.288391,DB
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,1714409902.288391,DB
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,1714409902.288391,DB
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,1714409902.288391,DB
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,1714409902.288391,DB
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,1714409902.288391,DB
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,1714409902.288391,DB
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,1714409902.288391,DB
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,1714409902.288391,DB
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,1714409902.288391,DB
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,1714409902.288391,DB
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,1714409902.288391,DB
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,1714409902.288391,DB
158,117,3,2016-04-04,2016-04-04,,3,9,1714409902.288391,DB
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,1714409902.288391,DB
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,1714409902.288391,DB
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,1714409902.288391,DB
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,1714409902.288391,DB
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,1714409902.288391,DB
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,1714409902.288391,DB
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,1714409902.288391,DB
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,1714409902.288391,DB
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,1714409902.288391,DB
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,1714409902.288391,DB
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,1714409902.288391,DB
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,1714409902.288391,DB
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,1714409902.288391,DB
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,1714409902.288391,DB
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,1714409902.288391,DB
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,1714409902.288391,DB
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,1714409902.288391,DB
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,1714409902.288391,DB
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,1714409902.288391,DB
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,1714409902.288391,DB
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,1714409902.288391,DB
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,1714409902.288391,DB
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,1714409902.288391,DB
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,1714409902.288391,DB
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,1714409902.288391,DB
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,1714409902.288391,DB
185,24,3,2016-04-20,2016-04-20,,1,2,1714409902.288391,DB
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,1714409902.288391,DB
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,1714409902.288391,DB
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,1714409902.288391,DB
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,1714409902.288391,DB
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,1714409902.288391,DB
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,1714409902.288391,DB
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,1714409902.288391,DB
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,1714409902.288391,DB
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,1714409902.288391,DB
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,1714409902.288391,DB
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,1714409902.288391,DB
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,1714409902.288391,DB
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,1714409902.288391,DB
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,1714409902.288391,DB
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,1714409902.288391,DB
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,1714409902.288391,DB
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,1714409902.288391,DB
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,1714409902.288391,DB
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,1714409902.288391,DB
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,1714409902.288391,DB
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,1714409902.288391,DB
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,1714409902.288391,DB
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,1714409902.288391,DB
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,1714409902.288391,DB
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,1714409902.288391,DB
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,1714409902.288391,DB
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,1714409902.288391,DB
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,1714409902.288391,DB
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,1714409902.288391,DB
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,1714409902.288391,DB
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,1714409902.288391,DB
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,1714409902.288391,DB
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,1714409902.288391,DB
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,1714409902.288391,DB
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,1714409902.288391,DB
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,1714409902.288391,DB
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,1714409902.288391,DB
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,1714409902.288391,DB
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,1714409902.288391,DB
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,1714409902.288391,DB
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,1714409902.288391,DB
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,1714409902.288391,DB
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,1714409902.288391,DB
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,1714409902.288391,DB
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,1714409902.288391,DB
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,1714409902.288391,DB
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,1714409902.288391,DB
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,1714409902.288391,DB
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,1714409902.288391,DB
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,1714409902.288391,DB
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,1714409902.288391,DB
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,1714409902.288391,DB
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,1714409902.288391,DB
239,13,3,2016-05-27,2016-05-27,,3,9,1714409902.288391,DB
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,1714409902.288391,DB
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,1714409902.288391,DB
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,1714409902.288391,DB
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,1714409902.288391,DB
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,1714409902.288391,DB
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,1714409902.288391,DB
246,17,3,2016-05-30,2016-05-30,,2,6,1714409902.288391,DB
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,1714409902.288391,DB
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,1714409902.288391,DB
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,1714409902.288391,DB
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,1714409902.288391,DB
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,1714409902.288391,DB
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,1714409902.288391,DB
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,1714409902.288391,DB
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714409902.288391,DB
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714409902.288391,DB
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,1714409902.288391,DB
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,1714409902.288391,DB
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,1714409902.288391,DB
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,1714409902.288391,DB
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,1714409902.288391,DB
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,1714409902.288391,DB
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,1714409902.288391,DB
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,1714409902.288391,DB
264,5,3,2016-06-10,2016-06-10,,1,3,1714409902.288391,DB
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,1714409902.288391,DB
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,1714409902.288391,DB
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,1714409902.288391,DB
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,1714409902.288391,DB
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,1714409902.288391,DB
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,1714409902.288391,DB
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,1714409902.288391,DB
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,1714409902.288391,DB
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,1714409902.288391,DB
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,1714409902.288391,DB
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,1714409902.288391,DB
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,1714409902.288391,DB
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,1714409902.288391,DB
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,1714409902.288391,DB
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,1714409902.288391,DB
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714409902.288391,DB
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714409902.288391,DB
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,1714409902.288391,DB
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,1714409902.288391,DB
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,1714409902.288391,DB
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,1714409902.288391,DB
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,1714409902.288391,DB
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,1714409902.288391,DB
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,1714409902.288391,DB
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,1714409902.288391,DB
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,1714409902.288391,DB
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,1714409902.288391,DB
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,1714409902.288391,DB
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,1714409902.288391,DB
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,1714409902.288391,DB
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,1714409902.288391,DB
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,1714409902.288391,DB
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,1714409902.288391,DB
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,1714409902.288391,DB
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,1714409902.288391,DB
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,1714409902.288391,DB
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,1714409902.288391,DB
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,1714409902.288391,DB
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,1714409902.288391,DB
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,1714409902.288391,DB
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,1714409902.288391,DB
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,1714409902.288391,DB
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,1714409902.288391,DB
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,1714409902.288391,DB
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,1714409902.288391,DB
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,1714409902.288391,DB
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,1714409902.288391,DB
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,1714409902.288391,DB
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,1714409902.288391,DB
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,1714409902.288391,DB
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,1714409902.288391,DB
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714409902.288391,DB
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714409902.288391,DB
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,1714409902.288391,DB
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,1714409902.288391,DB
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,1714409902.288391,DB
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714409902.288391,DB
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,1714409902.288391,DB
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714409902.288391,DB
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,1714409902.288391,DB
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,1714409902.288391,DB
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,1714409902.288391,DB
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,1714409902.288391,DB
328,528,4,2016-07-23,2016-07-26,2016-07-25,2,6,1714409902.288391,DB
329,274,4,2016-07-24,2016-07-27,2016-07-26,2,6,1714409902.288391,DB
