order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source,late_delivery
107,633,4,2016-03-06,2016-03-09,2016-03-09,1,2,1714409902.288391,DB,False
108,12,4,2016-03-06,2016-03-09,2016-03-07,2,6,1714409902.288391,DB,False
109,1255,4,2016-03-06,2016-03-09,2016-03-09,2,6,1714409902.288391,DB,False
110,677,4,2016-03-06,2016-03-08,2016-03-09,3,9,1714409902.288391,DB,True
111,630,4,2016-03-07,2016-03-10,2016-03-10,2,6,1714409902.288391,DB,False
112,469,4,2016-03-08,2016-03-11,2016-03-10,2,6,1714409902.288391,DB,False
113,1078,4,2016-03-08,2016-03-11,2016-03-11,2,6,1714409902.288391,DB,False
114,1431,4,2016-03-08,2016-03-10,2016-03-11,2,7,1714409902.288391,DB,True
115,1369,4,2016-03-09,2016-03-11,2016-03-11,2,7,1714409902.288391,DB,False
116,471,4,2016-03-10,2016-03-11,2016-03-11,2,7,1714409902.288391,DB,False
117,740,4,2016-03-10,2016-03-13,2016-03-11,2,6,1714409902.288391,DB,False
118,577,4,2016-03-12,2016-03-14,2016-03-13,1,2,1714409902.288391,DB,False
119,925,4,2016-03-12,2016-03-14,2016-03-14,2,7,1714409902.288391,DB,False
120,327,4,2016-03-14,2016-03-15,2016-03-17,2,7,1714409902.288391,DB,True
121,755,4,2016-03-14,2016-03-15,2016-03-16,2,6,1714409902.288391,DB,True
122,786,4,2016-03-14,2016-03-16,2016-03-15,2,6,1714409902.288391,DB,False
123,766,4,2016-03-15,2016-03-18,2016-03-17,2,6,1714409902.288391,DB,False
124,403,4,2016-03-16,2016-03-18,2016-03-17,1,3,1714409902.288391,DB,False
125,685,4,2016-03-16,2016-03-19,2016-03-17,2,6,1714409902.288391,DB,False
126,1365,4,2016-03-16,2016-03-18,2016-03-18,2,7,1714409902.288391,DB,False
127,484,4,2016-03-17,2016-03-18,2016-03-19,3,8,1714409902.288391,DB,True
128,86,4,2016-03-18,2016-03-20,2016-03-21,2,6,1714409902.288391,DB,True
129,84,4,2016-03-19,2016-03-21,2016-03-21,2,7,1714409902.288391,DB,False
130,1049,4,2016-03-19,2016-03-22,2016-03-20,2,6,1714409902.288391,DB,False
131,316,4,2016-03-19,2016-03-22,2016-03-20,3,8,1714409902.288391,DB,False
132,46,4,2016-03-20,2016-03-22,2016-03-23,1,3,1714409902.288391,DB,True
133,409,4,2016-03-20,2016-03-22,2016-03-21,2,7,1714409902.288391,DB,False
134,679,4,2016-03-20,2016-03-21,2016-03-21,2,7,1714409902.288391,DB,False
135,1354,4,2016-03-21,2016-03-23,2016-03-23,2,7,1714409902.288391,DB,False
136,1192,4,2016-03-21,2016-03-24,2016-03-23,3,8,1714409902.288391,DB,False
137,370,4,2016-03-23,2016-03-26,2016-03-25,2,7,1714409902.288391,DB,False
138,438,4,2016-03-23,2016-03-24,2016-03-25,2,7,1714409902.288391,DB,True
139,710,4,2016-03-23,2016-03-24,2016-03-26,2,7,1714409902.288391,DB,True
140,1264,4,2016-03-23,2016-03-26,2016-03-26,2,7,1714409902.288391,DB,False
141,557,4,2016-03-25,2016-03-27,2016-03-26,2,7,1714409902.288391,DB,False
142,170,4,2016-03-26,2016-03-27,2016-03-27,1,3,1714409902.288391,DB,False
143,693,4,2016-03-26,2016-03-28,2016-03-28,2,7,1714409902.288391,DB,False
144,1124,4,2016-03-26,2016-03-29,2016-03-29,2,7,1714409902.288391,DB,False
145,366,4,2016-03-27,2016-03-29,2016-03-30,2,6,1714409902.288391,DB,True
146,288,4,2016-03-28,2016-03-30,2016-03-30,1,3,1714409902.288391,DB,False
147,55,4,2016-03-28,2016-03-31,2016-03-31,2,7,1714409902.288391,DB,False
148,714,4,2016-03-28,2016-03-30,2016-03-30,2,6,1714409902.288391,DB,False
149,763,4,2016-03-28,2016-03-30,2016-03-29,2,6,1714409902.288391,DB,False
150,332,4,2016-03-29,2016-03-31,2016-04-01,1,2,1714409902.288391,DB,True
151,926,4,2016-03-29,2016-04-01,2016-03-31,1,2,1714409902.288391,DB,False
152,76,4,2016-03-29,2016-03-30,2016-03-30,2,6,1714409902.288391,DB,False
153,498,4,2016-03-30,2016-04-02,2016-04-01,2,6,1714409902.288391,DB,False
154,1286,4,2016-03-31,2016-04-01,2016-04-01,1,2,1714409902.288391,DB,False
155,371,4,2016-04-02,2016-04-03,2016-04-04,2,6,1714409902.288391,DB,True
156,357,4,2016-04-03,2016-04-06,2016-04-05,1,3,1714409902.288391,DB,False
157,43,4,2016-04-03,2016-04-06,2016-04-06,3,8,1714409902.288391,DB,False
159,32,4,2016-04-04,2016-04-06,2016-04-06,1,2,1714409902.288391,DB,False
160,205,4,2016-04-04,2016-04-06,2016-04-06,2,7,1714409902.288391,DB,False
161,251,4,2016-04-04,2016-04-07,2016-04-05,2,7,1714409902.288391,DB,False
162,31,4,2016-04-06,2016-04-08,2016-04-07,1,3,1714409902.288391,DB,False
163,1325,4,2016-04-06,2016-04-07,2016-04-07,2,7,1714409902.288391,DB,False
164,610,4,2016-04-07,2016-04-08,2016-04-09,2,7,1714409902.288391,DB,True
165,574,4,2016-04-08,2016-04-10,2016-04-10,1,3,1714409902.288391,DB,False
166,338,4,2016-04-08,2016-04-11,2016-04-11,2,6,1714409902.288391,DB,False
167,1034,4,2016-04-08,2016-04-09,2016-04-11,2,7,1714409902.288391,DB,True
168,1147,4,2016-04-09,2016-04-12,2016-04-11,1,3,1714409902.288391,DB,False
169,99,4,2016-04-10,2016-04-11,2016-04-11,2,7,1714409902.288391,DB,False
170,1200,4,2016-04-10,2016-04-11,2016-04-13,2,7,1714409902.288391,DB,True
171,237,4,2016-04-11,2016-04-14,2016-04-14,1,3,1714409902.288391,DB,False
172,1079,4,2016-04-11,2016-04-12,2016-04-14,2,7,1714409902.288391,DB,True
173,117,4,2016-04-11,2016-04-14,2016-04-13,3,8,1714409902.288391,DB,False
174,1361,4,2016-04-12,2016-04-13,2016-04-15,2,7,1714409902.288391,DB,True
175,951,4,2016-04-13,2016-04-14,2016-04-14,2,6,1714409902.288391,DB,False
176,643,4,2016-04-15,2016-04-16,2016-04-17,2,7,1714409902.288391,DB,True
177,121,4,2016-04-16,2016-04-19,2016-04-19,1,2,1714409902.288391,DB,False
178,756,4,2016-04-16,2016-04-17,2016-04-18,2,6,1714409902.288391,DB,True
179,616,4,2016-04-17,2016-04-19,2016-04-19,2,6,1714409902.288391,DB,False
180,918,4,2016-04-17,2016-04-20,2016-04-19,2,7,1714409902.288391,DB,False
181,459,4,2016-04-18,2016-04-20,2016-04-20,1,3,1714409902.288391,DB,False
182,854,4,2016-04-18,2016-04-19,2016-04-20,2,6,1714409902.288391,DB,True
183,22,4,2016-04-19,2016-04-20,2016-04-20,2,7,1714409902.288391,DB,False
184,134,4,2016-04-19,2016-04-21,2016-04-22,2,7,1714409902.288391,DB,True
186,1127,4,2016-04-21,2016-04-22,2016-04-24,2,6,1714409902.288391,DB,True
187,183,4,2016-04-22,2016-04-23,2016-04-24,2,6,1714409902.288391,DB,True
188,390,4,2016-04-22,2016-04-23,2016-04-25,2,6,1714409902.288391,DB,True
189,1288,4,2016-04-23,2016-04-24,2016-04-26,1,2,1714409902.288391,DB,True
190,98,4,2016-04-23,2016-04-25,2016-04-25,2,6,1714409902.288391,DB,False
191,919,4,2016-04-27,2016-04-28,2016-04-28,1,2,1714409902.288391,DB,False
192,728,4,2016-04-27,2016-04-28,2016-04-29,2,7,1714409902.288391,DB,True
193,1366,4,2016-04-28,2016-04-30,2016-04-30,1,3,1714409902.288391,DB,False
194,558,4,2016-04-28,2016-04-30,2016-05-01,2,7,1714409902.288391,DB,True
195,727,4,2016-04-28,2016-05-01,2016-05-01,2,7,1714409902.288391,DB,False
196,1247,4,2016-04-28,2016-04-30,2016-05-01,2,6,1714409902.288391,DB,True
197,127,4,2016-04-30,2016-05-03,2016-05-03,2,7,1714409902.288391,DB,False
198,640,4,2016-05-01,2016-05-04,2016-05-03,2,6,1714409902.288391,DB,False
199,760,4,2016-05-01,2016-05-04,2016-05-04,2,7,1714409902.288391,DB,False
200,1074,4,2016-05-01,2016-05-03,2016-05-03,2,6,1714409902.288391,DB,False
201,280,4,2016-05-01,2016-05-04,2016-05-02,3,9,1714409902.288391,DB,False
202,600,4,2016-05-03,2016-05-05,2016-05-04,1,2,1714409902.288391,DB,False
203,1102,4,2016-05-03,2016-05-05,2016-05-06,3,9,1714409902.288391,DB,True
204,591,4,2016-05-04,2016-05-07,2016-05-06,2,7,1714409902.288391,DB,False
205,635,4,2016-05-04,2016-05-05,2016-05-06,2,6,1714409902.288391,DB,True
206,743,4,2016-05-04,2016-05-06,2016-05-05,3,9,1714409902.288391,DB,False
207,105,4,2016-05-05,2016-05-07,2016-05-07,2,7,1714409902.288391,DB,False
208,815,4,2016-05-06,2016-05-07,2016-05-09,2,7,1714409902.288391,DB,True
209,514,4,2016-05-07,2016-05-08,2016-05-08,2,6,1714409902.288391,DB,False
210,943,4,2016-05-07,2016-05-08,2016-05-09,2,6,1714409902.288391,DB,True
211,1140,4,2016-05-07,2016-05-09,2016-05-08,2,6,1714409902.288391,DB,False
212,1373,4,2016-05-08,2016-05-09,2016-05-11,2,6,1714409902.288391,DB,True
213,788,4,2016-05-08,2016-05-09,2016-05-09,3,8,1714409902.288391,DB,False
214,363,4,2016-05-10,2016-05-12,2016-05-11,2,6,1714409902.288391,DB,False
215,1420,4,2016-05-10,2016-05-13,2016-05-12,2,7,1714409902.288391,DB,False
216,267,4,2016-05-11,2016-05-14,2016-05-13,1,3,1714409902.288391,DB,False
217,716,4,2016-05-11,2016-05-12,2016-05-14,2,7,1714409902.288391,DB,True
218,1179,4,2016-05-12,2016-05-14,2016-05-14,2,7,1714409902.288391,DB,False
219,1338,4,2016-05-12,2016-05-15,2016-05-15,2,6,1714409902.288391,DB,False
220,1358,4,2016-05-12,2016-05-14,2016-05-15,2,6,1714409902.288391,DB,True
221,1218,4,2016-05-13,2016-05-16,2016-05-14,1,2,1714409902.288391,DB,False
222,51,4,2016-05-13,2016-05-16,2016-05-14,2,6,1714409902.288391,DB,False
223,1368,4,2016-05-15,2016-05-16,2016-05-17,2,7,1714409902.288391,DB,True
224,157,4,2016-05-17,2016-05-18,2016-05-19,1,3,1714409902.288391,DB,True
225,307,4,2016-05-17,2016-05-20,2016-05-19,1,3,1714409902.288391,DB,False
226,501,4,2016-05-17,2016-05-19,2016-05-20,1,2,1714409902.288391,DB,True
227,489,4,2016-05-17,2016-05-18,2016-05-20,2,7,1714409902.288391,DB,True
228,615,4,2016-05-17,2016-05-20,2016-05-20,2,7,1714409902.288391,DB,False
229,742,4,2016-05-19,2016-05-21,2016-05-20,2,6,1714409902.288391,DB,False
230,1167,4,2016-05-19,2016-05-20,2016-05-21,2,6,1714409902.288391,DB,True
231,1257,4,2016-05-19,2016-05-22,2016-05-21,2,6,1714409902.288391,DB,False
232,1360,4,2016-05-20,2016-05-23,2016-05-23,1,3,1714409902.288391,DB,False
233,737,4,2016-05-21,2016-05-22,2016-05-24,2,6,1714409902.288391,DB,True
234,1435,4,2016-05-22,2016-05-24,2016-05-24,2,6,1714409902.288391,DB,False
235,649,4,2016-05-24,2016-05-25,2016-05-25,2,6,1714409902.288391,DB,False
236,206,4,2016-05-25,2016-05-27,2016-05-26,2,6,1714409902.288391,DB,False
237,1351,4,2016-05-25,2016-05-26,2016-05-27,2,7,1714409902.288391,DB,True
238,1350,4,2016-05-26,2016-05-29,2016-05-29,2,6,1714409902.288391,DB,False
240,65,4,2016-05-27,2016-05-29,2016-05-30,2,6,1714409902.288391,DB,True
241,1082,4,2016-05-27,2016-05-29,2016-05-29,2,7,1714409902.288391,DB,False
242,1168,4,2016-05-27,2016-05-30,2016-05-30,2,7,1714409902.288391,DB,False
243,802,4,2016-05-27,2016-05-30,2016-05-28,3,8,1714409902.288391,DB,False
244,956,4,2016-05-28,2016-05-29,2016-05-29,2,6,1714409902.288391,DB,False
245,223,4,2016-05-29,2016-05-31,2016-05-30,2,7,1714409902.288391,DB,False
247,928,4,2016-05-30,2016-06-01,2016-06-01,1,3,1714409902.288391,DB,False
248,1376,4,2016-05-30,2016-06-01,2016-05-31,2,7,1714409902.288391,DB,False
249,145,4,2016-06-01,2016-06-04,2016-06-04,2,6,1714409902.288391,DB,False
250,150,4,2016-06-01,2016-06-02,2016-06-04,2,7,1714409902.288391,DB,True
251,851,4,2016-06-01,2016-06-04,2016-06-04,2,7,1714409902.288391,DB,False
252,66,4,2016-06-01,2016-06-04,2016-06-02,3,8,1714409902.288391,DB,False
253,1267,4,2016-06-02,2016-06-05,2016-06-05,2,6,1714409902.288391,DB,False
254,510,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714409902.288391,DB,False
255,801,4,2016-06-03,2016-06-06,2016-06-05,2,7,1714409902.288391,DB,False
256,26,4,2016-06-04,2016-06-05,2016-06-07,2,7,1714409902.288391,DB,True
257,1314,4,2016-06-05,2016-06-06,2016-06-08,1,3,1714409902.288391,DB,True
258,107,4,2016-06-06,2016-06-07,2016-06-07,2,7,1714409902.288391,DB,False
259,413,4,2016-06-06,2016-06-09,2016-06-09,2,7,1714409902.288391,DB,False
260,632,4,2016-06-06,2016-06-08,2016-06-08,2,6,1714409902.288391,DB,False
261,1045,4,2016-06-08,2016-06-10,2016-06-09,1,2,1714409902.288391,DB,False
262,579,4,2016-06-08,2016-06-11,2016-06-10,3,9,1714409902.288391,DB,False
263,1322,4,2016-06-09,2016-06-10,2016-06-12,2,6,1714409902.288391,DB,True
265,682,4,2016-06-10,2016-06-12,2016-06-11,2,7,1714409902.288391,DB,False
266,933,4,2016-06-10,2016-06-13,2016-06-13,2,7,1714409902.288391,DB,False
267,282,4,2016-06-11,2016-06-14,2016-06-14,1,3,1714409902.288391,DB,False
268,540,4,2016-06-11,2016-06-14,2016-06-12,1,3,1714409902.288391,DB,False
269,764,4,2016-06-12,2016-06-13,2016-06-15,2,6,1714409902.288391,DB,True
270,879,4,2016-06-12,2016-06-15,2016-06-13,2,7,1714409902.288391,DB,False
271,350,4,2016-06-13,2016-06-16,2016-06-14,2,7,1714409902.288391,DB,False
272,497,4,2016-06-15,2016-06-18,2016-06-16,2,7,1714409902.288391,DB,False
273,1340,4,2016-06-16,2016-06-19,2016-06-17,2,7,1714409902.288391,DB,False
274,411,4,2016-06-17,2016-06-20,2016-06-18,2,7,1714409902.288391,DB,False
275,1341,4,2016-06-17,2016-06-19,2016-06-18,2,7,1714409902.288391,DB,False
276,1227,4,2016-06-18,2016-06-19,2016-06-19,2,6,1714409902.288391,DB,False
277,546,4,2016-06-19,2016-06-20,2016-06-20,2,7,1714409902.288391,DB,False
278,1301,4,2016-06-20,2016-06-23,2016-06-21,1,3,1714409902.288391,DB,False
279,378,4,2016-06-21,2016-06-22,2016-06-22,2,6,1714409902.288391,DB,False
280,638,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714409902.288391,DB,True
281,800,4,2016-06-21,2016-06-22,2016-06-23,2,7,1714409902.288391,DB,True
282,159,4,2016-06-22,2016-06-25,2016-06-25,3,9,1714409902.288391,DB,False
283,181,4,2016-06-23,2016-06-26,2016-06-26,1,2,1714409902.288391,DB,False
284,1356,4,2016-06-23,2016-06-25,2016-06-25,2,7,1714409902.288391,DB,False
285,319,4,2016-06-25,2016-06-26,2016-06-27,1,2,1714409902.288391,DB,True
286,59,4,2016-06-25,2016-06-26,2016-06-26,2,6,1714409902.288391,DB,False
287,133,4,2016-06-25,2016-06-26,2016-06-27,2,6,1714409902.288391,DB,True
288,780,4,2016-06-25,2016-06-28,2016-06-28,2,6,1714409902.288391,DB,False
289,849,4,2016-06-27,2016-06-28,2016-06-30,2,6,1714409902.288391,DB,True
290,202,4,2016-06-28,2016-06-29,2016-06-30,2,6,1714409902.288391,DB,True
291,158,4,2016-06-29,2016-06-30,2016-07-01,2,6,1714409902.288391,DB,True
292,360,4,2016-06-29,2016-06-30,2016-07-02,3,9,1714409902.288391,DB,True
293,573,4,2016-06-30,2016-07-03,2016-07-02,2,7,1714409902.288391,DB,False
294,732,4,2016-07-01,2016-07-02,2016-07-02,2,7,1714409902.288391,DB,False
295,1130,4,2016-07-01,2016-07-04,2016-07-04,2,7,1714409902.288391,DB,False
296,1245,4,2016-07-04,2016-07-07,2016-07-06,2,6,1714409902.288391,DB,False
297,1425,4,2016-07-04,2016-07-05,2016-07-06,2,7,1714409902.288391,DB,True
298,885,4,2016-07-04,2016-07-07,2016-07-07,3,9,1714409902.288391,DB,False
299,281,4,2016-07-05,2016-07-06,2016-07-07,2,6,1714409902.288391,DB,True
300,1205,4,2016-07-05,2016-07-08,2016-07-08,2,6,1714409902.288391,DB,False
301,17,4,2016-07-06,2016-07-09,2016-07-08,2,6,1714409902.288391,DB,False
302,1375,4,2016-07-06,2016-07-07,2016-07-09,2,6,1714409902.288391,DB,True
303,36,4,2016-07-07,2016-07-08,2016-07-09,2,7,1714409902.288391,DB,True
304,230,4,2016-07-07,2016-07-08,2016-07-08,2,6,1714409902.288391,DB,False
305,705,4,2016-07-07,2016-07-08,2016-07-08,2,7,1714409902.288391,DB,False
306,424,4,2016-07-09,2016-07-10,2016-07-12,2,7,1714409902.288391,DB,True
307,695,4,2016-07-09,2016-07-11,2016-07-11,2,6,1714409902.288391,DB,False
308,156,4,2016-07-11,2016-07-12,2016-07-14,2,6,1714409902.288391,DB,True
309,211,4,2016-07-11,2016-07-13,2016-07-13,2,6,1714409902.288391,DB,False
310,627,4,2016-07-12,2016-07-13,2016-07-13,1,2,1714409902.288391,DB,False
311,1400,4,2016-07-12,2016-07-14,2016-07-13,2,6,1714409902.288391,DB,False
312,299,4,2016-07-13,2016-07-15,2016-07-16,2,6,1714409902.288391,DB,True
313,565,4,2016-07-14,2016-07-15,2016-07-15,3,9,1714409902.288391,DB,False
314,1019,4,2016-07-15,2016-07-17,2016-07-17,2,7,1714409902.288391,DB,False
315,1263,4,2016-07-16,2016-07-19,2016-07-17,2,6,1714409902.288391,DB,False
316,670,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714409902.288391,DB,False
317,795,4,2016-07-17,2016-07-20,2016-07-19,2,7,1714409902.288391,DB,False
318,1141,4,2016-07-17,2016-07-19,2016-07-20,2,7,1714409902.288391,DB,True
319,941,4,2016-07-18,2016-07-21,2016-07-21,2,6,1714409902.288391,DB,False
320,1428,4,2016-07-19,2016-07-20,2016-07-21,1,2,1714409902.288391,DB,True
321,568,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714409902.288391,DB,False
322,924,4,2016-07-19,2016-07-22,2016-07-20,2,6,1714409902.288391,DB,False
323,1243,4,2016-07-19,2016-07-22,2016-07-21,2,6,1714409902.288391,DB,False
324,480,4,2016-07-20,2016-07-22,2016-07-23,2,6,1714409902.288391,DB,True
325,848,4,2016-07-20,2016-07-21,2016-07-21,2,6,1714409902.288391,DB,False
326,1337,4,2016-07-20,2016-07-21,2016-07-22,3,9,1714409902.288391,DB,True
327,83,4,2016-07-21,2016-07-24,2016-07-22,2,6,1714409902.288391,DB,False
