order_id,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,extract_time,source,late_delivery,weekend,latency_days,item_id,product_id,quantity,list_price_x,discount,extract_time_x,source_x,USD_to_EGP,list_price_egp,product_name,brand_id,category_id,model_year,list_price_y,extract_time_y,source_y
13,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,1714409902.288391,DB,False,True,,4,16,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,1714324926.991976,datalake 
14,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,1714409902.288391,DB,True,False,1.0,1,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,1714324926.991976,datalake 
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,1714409902.288391,DB,True,False,2.0,1,12,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521,Electra Townie Original 21D - 2016,1,3,2016,549.99,1714324926.991976,datalake 
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,1714409902.288391,DB,True,False,2.0,2,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,1714409902.288391,DB,True,False,2.0,3,18,2,449.0,0.05,1714409905.065816,DB,47.9,21507.1,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,1714324926.991976,datalake 
15,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,1714409902.288391,DB,True,False,2.0,4,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,1714324926.991976,datalake 
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,1714409902.288391,DB,False,False,,1,8,1,1799.99,0.2,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,1714409902.288391,DB,False,False,,2,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,1714324926.991976,datalake 
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,1714409902.288391,DB,False,False,,3,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,1714324926.991976,datalake 
16,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,1714409902.288391,DB,False,False,,4,14,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,1714324926.991976,datalake 
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,1714409902.288391,DB,False,False,,1,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,1714409902.288391,DB,False,False,,2,23,1,299.99,0.1,1714409905.065816,DB,47.9,14369.521,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,1714324926.991976,datalake 
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,1714409902.288391,DB,False,False,,3,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,1714324926.991976,datalake 
17,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,1714409902.288391,DB,False,False,,4,20,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,1714324926.991976,datalake 
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,1714409902.288391,DB,False,False,,1,2,2,749.99,0.2,1714409905.065816,DB,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,1714324926.991976,datalake 
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,1714409902.288391,DB,False,False,,2,22,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,1714324926.991976,datalake 
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,1714409902.288391,DB,False,False,,3,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.521,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,1714324926.991976,datalake 
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,1714409902.288391,DB,False,False,,4,25,2,499.99,0.05,1714409905.065816,DB,47.9,23949.521,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,1714324926.991976,datalake 
18,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,1714409902.288391,DB,False,False,,5,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998,Trek Conduit+ - 2016,9,5,2016,2999.99,1714324926.991976,datalake 
19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,1714409902.288391,DB,False,False,,1,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999,Surly Straggler - 2016,8,4,2016,1549.0,1714324926.991976,datalake 
19,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,1714409902.288391,DB,False,False,,2,9,2,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998,Trek Conduit+ - 2016,9,5,2016,2999.99,1714324926.991976,datalake 
20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,1714409902.288391,DB,True,True,1.0,1,9,1,2999.99,0.07,1714409905.065816,DB,47.9,143699.52099999998,Trek Conduit+ - 2016,9,5,2016,2999.99,1714324926.991976,datalake 
20,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,1714409902.288391,DB,True,True,1.0,2,10,2,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999,Surly Straggler - 2016,8,4,2016,1549.0,1714324926.991976,datalake 
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,1714409902.288391,DB,True,True,2.0,1,14,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,1714324926.991976,datalake 
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,1714409902.288391,DB,True,True,2.0,2,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,1714324926.991976,datalake 
21,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,1714409902.288391,DB,True,True,2.0,3,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999,Surly Straggler - 2016,8,4,2016,1549.0,1714324926.991976,datalake 
22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,1714409902.288391,DB,False,True,,1,15,2,529.99,0.2,1714409905.065816,DB,47.9,25386.521,Electra Moto 1 - 2016,1,3,2016,529.99,1714324926.991976,datalake 
22,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,1714409902.288391,DB,False,True,,2,22,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,1714324926.991976,datalake 
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,1714409902.288391,DB,False,False,,1,4,2,2899.99,0.05,1714409905.065816,DB,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,1714324926.991976,datalake 
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,1714409902.288391,DB,False,False,,2,23,2,299.99,0.1,1714409905.065816,DB,47.9,14369.521,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,1714324926.991976,datalake 
23,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,1714409902.288391,DB,False,False,,3,13,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,269.99,1714324926.991976,datalake 
24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,1714409902.288391,DB,False,False,,1,3,2,999.99,0.1,1714409905.065816,DB,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,1714324926.991976,datalake 
24,636,4,2016-01-18,2016-01-20,2016-01-19,2,7,1714409902.288391,DB,False,False,,2,18,2,449.0,0.07,1714409905.065816,DB,47.9,21507.1,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,1714324926.991976,datalake 
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,1,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,1714324926.991976,datalake 
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,2,10,2,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999,Surly Straggler - 2016,8,4,2016,1549.0,1714324926.991976,datalake 
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,3,22,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,1714324926.991976,datalake 
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,4,14,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,1714324926.991976,datalake 
25,657,4,2016-01-18,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,5,21,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,1714324926.991976,datalake 
26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,1714409902.288391,DB,False,False,,1,7,1,3999.99,0.05,1714409905.065816,DB,47.9,191599.521,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,1714324926.991976,datalake 
26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,1714409902.288391,DB,False,False,,2,2,1,749.99,0.2,1714409905.065816,DB,47.9,35924.521,Ritchey Timberwolf Frameset - 2016,5,6,2016,749.99,1714324926.991976,datalake 
26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,1714409902.288391,DB,False,False,,3,12,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521,Electra Townie Original 21D - 2016,1,3,2016,549.99,1714324926.991976,datalake 
26,1280,4,2016-01-18,2016-01-21,2016-01-19,2,7,1714409902.288391,DB,False,False,,4,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,1714324926.991976,datalake 
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,1714409902.288391,DB,False,False,,1,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,1714324926.991976,datalake 
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,1714409902.288391,DB,False,False,,2,19,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,1714324926.991976,datalake 
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,1714409902.288391,DB,False,False,,3,26,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,1714324926.991976,datalake 
27,57,4,2016-01-19,2016-01-21,2016-01-20,2,7,1714409902.288391,DB,False,False,,4,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,1714409902.288391,DB,True,False,1.0,1,5,1,1320.99,0.05,1714409905.065816,DB,47.9,63275.421,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,1714324926.991976,datalake 
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,1714409902.288391,DB,True,False,1.0,2,7,2,3999.99,0.2,1714409905.065816,DB,47.9,191599.521,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,1714324926.991976,datalake 
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,1714409902.288391,DB,True,False,1.0,3,14,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,1714324926.991976,datalake 
28,252,4,2016-01-19,2016-01-20,2016-01-21,2,6,1714409902.288391,DB,True,False,1.0,4,6,1,469.99,0.05,1714409905.065816,DB,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,1714324926.991976,datalake 
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,1714409902.288391,DB,False,False,,1,24,2,549.99,0.05,1714409905.065816,DB,47.9,26344.521,Electra Townie Original 21D - 2016,1,2,2016,549.99,1714324926.991976,datalake 
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,1714409902.288391,DB,False,False,,2,6,1,469.99,0.2,1714409905.065816,DB,47.9,22512.521,Surly Ice Cream Truck Frameset - 2016,8,6,2016,469.99,1714324926.991976,datalake 
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,1714409902.288391,DB,False,False,,3,21,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,1714324926.991976,datalake 
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,1714409902.288391,DB,False,False,,4,8,1,1799.99,0.2,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
29,437,4,2016-01-20,2016-01-22,2016-01-21,2,6,1714409902.288391,DB,False,False,,5,14,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,269.99,1714324926.991976,datalake 
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,1,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521,Electra Townie Original 7D EQ - 2016,1,2,2016,599.99,1714324926.991976,datalake 
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,2,17,1,429.0,0.07,1714409905.065816,DB,47.9,20549.1,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,1714324926.991976,datalake 
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,3,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1,Pure Cycles William 3-Speed - 2016,4,3,2016,449.0,1714324926.991976,datalake 
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,4,4,1,2899.99,0.1,1714409905.065816,DB,47.9,138909.52099999998,Trek Fuel EX 8 29 - 2016,9,6,2016,2899.99,1714324926.991976,datalake 
30,1348,4,2016-01-20,2016-01-21,2016-01-21,2,6,1714409902.288391,DB,False,False,,5,7,2,3999.99,0.1,1714409905.065816,DB,47.9,191599.521,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,1714324926.991976,datalake 
31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,1714409902.288391,DB,False,False,,1,11,2,1680.99,0.05,1714409905.065816,DB,47.9,80519.421,Surly Straggler 650b - 2016,8,4,2016,1680.99,1714324926.991976,datalake 
31,1238,4,2016-01-20,2016-01-22,2016-01-22,3,8,1714409902.288391,DB,False,False,,2,9,2,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998,Trek Conduit+ - 2016,9,5,2016,2999.99,1714324926.991976,datalake 
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,1714409902.288391,DB,False,False,,1,8,2,1799.99,0.07,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,1714409902.288391,DB,False,False,,2,12,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521,Electra Townie Original 21D - 2016,1,3,2016,549.99,1714324926.991976,datalake 
32,1259,4,2016-01-21,2016-01-24,2016-01-22,1,3,1714409902.288391,DB,False,False,,3,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,1714324926.991976,datalake 
33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,1714409902.288391,DB,False,False,,1,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,1714324926.991976,datalake 
33,236,4,2016-01-21,2016-01-22,2016-01-22,2,6,1714409902.288391,DB,False,False,,2,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.521,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,1714324926.991976,datalake 
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,1714409902.288391,DB,False,False,,1,8,2,1799.99,0.07,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,1714409902.288391,DB,False,False,,2,10,2,1549.0,0.1,1714409905.065816,DB,47.9,74197.09999999999,Surly Straggler - 2016,8,4,2016,1549.0,1714324926.991976,datalake 
34,80,4,2016-01-22,2016-01-25,2016-01-23,2,6,1714409902.288391,DB,False,False,,3,17,2,429.0,0.2,1714409905.065816,DB,47.9,20549.1,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,1714324926.991976,datalake 
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,1714409902.288391,DB,False,True,,1,18,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,449.0,1714324926.991976,datalake 
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,1714409902.288391,DB,False,True,,2,20,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,599.99,1714324926.991976,datalake 
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,1714409902.288391,DB,False,True,,3,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,1714324926.991976,datalake 
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,1714409902.288391,DB,False,True,,4,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,269.99,1714324926.991976,datalake 
35,813,4,2016-01-22,2016-01-25,2016-01-24,2,7,1714409902.288391,DB,False,True,,5,22,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,1714324926.991976,datalake 
36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,1714409902.288391,DB,False,True,,1,9,1,2999.99,0.07,1714409905.065816,DB,47.9,143699.52099999998,Trek Conduit+ - 2016,9,5,2016,2999.99,1714324926.991976,datalake 
36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,1714409902.288391,DB,False,True,,2,5,1,1320.99,0.05,1714409905.065816,DB,47.9,63275.421,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,1714324926.991976,datalake 
36,1321,4,2016-01-23,2016-01-24,2016-01-24,2,6,1714409902.288391,DB,False,True,,3,3,2,999.99,0.2,1714409905.065816,DB,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,1714324926.991976,datalake 
37,164,4,2016-01-25,2016-01-28,2016-01-26,2,6,1714409902.288391,DB,False,False,,1,16,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,1714324926.991976,datalake 
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1714409902.288391,DB,False,False,,1,7,2,3999.99,0.05,1714409905.065816,DB,47.9,191599.521,Trek Slash 8 27.5 - 2016,9,6,2016,3999.99,1714324926.991976,datalake 
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1714409902.288391,DB,False,False,,2,23,1,299.99,0.07,1714409905.065816,DB,47.9,14369.521,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,299.99,1714324926.991976,datalake 
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1714409902.288391,DB,False,False,,3,25,1,499.99,0.2,1714409905.065816,DB,47.9,23949.521,Electra Townie Original 7D - 2015/2016,1,2,2016,499.99,1714324926.991976,datalake 
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1714409902.288391,DB,False,False,,4,10,2,1549.0,0.1,1714409905.065816,DB,47.9,74197.09999999999,Surly Straggler - 2016,8,4,2016,1549.0,1714324926.991976,datalake 
38,583,4,2016-01-25,2016-01-27,2016-01-26,2,7,1714409902.288391,DB,False,False,,5,24,1,549.99,0.07,1714409905.065816,DB,47.9,26344.521,Electra Townie Original 21D - 2016,1,2,2016,549.99,1714324926.991976,datalake 
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,1714409902.288391,DB,False,False,,1,22,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,269.99,1714324926.991976,datalake 
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,1714409902.288391,DB,False,False,,2,16,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521,Electra Townie Original 7D EQ - 2016,1,3,2016,599.99,1714324926.991976,datalake 
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,1714409902.288391,DB,False,False,,3,3,2,999.99,0.05,1714409905.065816,DB,47.9,47899.521,Surly Wednesday Frameset - 2016,8,6,2016,999.99,1714324926.991976,datalake 
39,1296,4,2016-01-25,2016-01-26,2016-01-26,2,7,1714409902.288391,DB,False,False,,4,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521,Electra Moto 1 - 2016,1,3,2016,529.99,1714324926.991976,datalake 
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,1714409902.288391,DB,True,False,1.0,1,17,1,429.0,0.2,1714409905.065816,DB,47.9,20549.1,Pure Cycles Vine 8-Speed - 2016,4,3,2016,429.0,1714324926.991976,datalake 
40,348,4,2016-01-27,2016-01-28,2016-01-29,1,3,1714409902.288391,DB,True,False,1.0,2,8,2,1799.99,0.2,1714409905.065816,DB,47.9,86219.521,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,1799.99,1714324926.991976,datalake 
41,979,4,2016-01-27,2016-01-30,2016-01-29,2,6,1714409902.288391,DB,False,False,,1,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421,Heller Shagamaw Frame - 2016,3,6,2016,1320.99,1714324926.991976,datalake 
