order_id,item_id,product_id,quantity,list_price,discount,extract_time,source,USD_to_EGP,list_price_egp
14,1,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
15,1,12,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
15,2,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
15,3,18,2,449.0,0.05,1714409905.065816,DB,47.9,21507.1
15,4,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
16,1,8,1,1799.99,0.2,1714409905.065816,DB,47.9,86219.521
16,2,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
16,3,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
16,4,14,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
17,1,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
17,2,23,1,299.99,0.1,1714409905.065816,DB,47.9,14369.521
17,3,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
17,4,20,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
18,1,2,2,749.99,0.2,1714409905.065816,DB,47.9,35924.521
18,2,22,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
18,3,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
18,4,25,2,499.99,0.05,1714409905.065816,DB,47.9,23949.521
18,5,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
19,1,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
19,2,9,2,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998
20,1,9,1,2999.99,0.07,1714409905.065816,DB,47.9,143699.52099999998
20,2,10,2,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
21,1,14,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
21,2,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
21,3,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
22,1,15,2,529.99,0.2,1714409905.065816,DB,47.9,25386.521
22,2,22,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
23,1,4,2,2899.99,0.05,1714409905.065816,DB,47.9,138909.52099999998
23,2,23,2,299.99,0.1,1714409905.065816,DB,47.9,14369.521
23,3,13,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
24,1,3,2,999.99,0.1,1714409905.065816,DB,47.9,47899.521
24,2,18,2,449.0,0.07,1714409905.065816,DB,47.9,21507.1
25,1,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
25,2,10,2,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999
25,3,22,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
25,4,14,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
25,5,21,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
26,1,7,1,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
26,2,2,1,749.99,0.2,1714409905.065816,DB,47.9,35924.521
26,3,12,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521
26,4,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
27,1,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
27,2,19,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
27,3,26,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
27,4,8,1,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
28,1,5,1,1320.99,0.05,1714409905.065816,DB,47.9,63275.421
28,2,7,2,3999.99,0.2,1714409905.065816,DB,47.9,191599.52099999998
28,3,14,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
28,4,6,1,469.99,0.05,1714409905.065816,DB,47.9,22512.521
29,1,24,2,549.99,0.05,1714409905.065816,DB,47.9,26344.521
29,2,6,1,469.99,0.2,1714409905.065816,DB,47.9,22512.521
29,3,21,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
29,4,8,1,1799.99,0.2,1714409905.065816,DB,47.9,86219.521
29,5,14,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
30,1,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
30,2,17,1,429.0,0.07,1714409905.065816,DB,47.9,20549.1
30,3,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
30,4,4,1,2899.99,0.1,1714409905.065816,DB,47.9,138909.52099999998
30,5,7,2,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
31,1,11,2,1680.99,0.05,1714409905.065816,DB,47.9,80519.421
31,2,9,2,2999.99,0.2,1714409905.065816,DB,47.9,143699.52099999998
32,1,8,2,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
32,2,12,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
32,3,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521
33,1,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521
33,2,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
34,1,8,2,1799.99,0.07,1714409905.065816,DB,47.9,86219.521
34,2,10,2,1549.0,0.1,1714409905.065816,DB,47.9,74197.09999999999
34,3,17,2,429.0,0.2,1714409905.065816,DB,47.9,20549.1
35,1,18,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
35,2,20,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
35,3,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
35,4,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
35,5,22,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
36,1,9,1,2999.99,0.07,1714409905.065816,DB,47.9,143699.52099999998
36,2,5,1,1320.99,0.05,1714409905.065816,DB,47.9,63275.421
36,3,3,2,999.99,0.2,1714409905.065816,DB,47.9,47899.521
37,1,16,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
38,1,7,2,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
38,2,23,1,299.99,0.07,1714409905.065816,DB,47.9,14369.521
38,3,25,1,499.99,0.2,1714409905.065816,DB,47.9,23949.521
38,4,10,2,1549.0,0.1,1714409905.065816,DB,47.9,74197.09999999999
38,5,24,1,549.99,0.07,1714409905.065816,DB,47.9,26344.521
39,1,22,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
39,2,16,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
39,3,3,2,999.99,0.05,1714409905.065816,DB,47.9,47899.521
39,4,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521
40,1,17,1,429.0,0.2,1714409905.065816,DB,47.9,20549.1
40,2,8,2,1799.99,0.2,1714409905.065816,DB,47.9,86219.521
41,1,5,1,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
41,2,19,2,449.0,0.2,1714409905.065816,DB,47.9,21507.1
41,3,26,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
42,1,19,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
43,1,13,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
43,2,12,2,549.99,0.05,1714409905.065816,DB,47.9,26344.521
44,1,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
44,2,16,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
45,1,4,2,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
45,2,22,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
45,3,21,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
46,1,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
47,1,6,1,469.99,0.05,1714409905.065816,DB,47.9,22512.521
47,2,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521
47,3,25,2,499.99,0.07,1714409905.065816,DB,47.9,23949.521
47,4,13,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
48,1,11,1,1680.99,0.1,1714409905.065816,DB,47.9,80519.421
48,2,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
48,3,5,2,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
48,4,14,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
49,1,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
50,1,3,1,999.99,0.05,1714409905.065816,DB,47.9,47899.521
50,2,26,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
50,3,13,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
51,1,13,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
51,2,20,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
51,3,26,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
52,1,25,1,499.99,0.07,1714409905.065816,DB,47.9,23949.521
53,1,8,2,1799.99,0.2,1714409905.065816,DB,47.9,86219.521
53,2,23,2,299.99,0.05,1714409905.065816,DB,47.9,14369.521
53,3,14,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
53,4,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521
54,1,26,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
54,2,3,1,999.99,0.2,1714409905.065816,DB,47.9,47899.521
55,1,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
55,2,25,2,499.99,0.2,1714409905.065816,DB,47.9,23949.521
55,3,15,2,529.99,0.2,1714409905.065816,DB,47.9,25386.521
56,1,20,2,599.99,0.07,1714409905.065816,DB,47.9,28739.521
57,1,23,2,299.99,0.1,1714409905.065816,DB,47.9,14369.521
57,2,19,2,449.0,0.2,1714409905.065816,DB,47.9,21507.1
57,3,13,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
58,1,14,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
58,2,18,1,449.0,0.07,1714409905.065816,DB,47.9,21507.1
58,3,23,1,299.99,0.1,1714409905.065816,DB,47.9,14369.521
59,1,21,1,269.99,0.05,1714409905.065816,DB,47.9,12932.521
59,2,2,1,749.99,0.1,1714409905.065816,DB,47.9,35924.521
59,3,17,2,429.0,0.1,1714409905.065816,DB,47.9,20549.1
60,1,14,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
60,2,4,1,2899.99,0.1,1714409905.065816,DB,47.9,138909.52099999998
60,3,15,1,529.99,0.07,1714409905.065816,DB,47.9,25386.521
60,4,22,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
61,1,25,1,499.99,0.1,1714409905.065816,DB,47.9,23949.521
61,2,15,2,529.99,0.05,1714409905.065816,DB,47.9,25386.521
61,3,5,2,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
62,1,14,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
62,2,8,2,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
62,3,22,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
63,1,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521
63,2,19,2,449.0,0.05,1714409905.065816,DB,47.9,21507.1
63,3,3,1,999.99,0.1,1714409905.065816,DB,47.9,47899.521
64,1,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521
64,2,22,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
64,3,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
64,4,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
65,1,12,1,549.99,0.1,1714409905.065816,DB,47.9,26344.521
66,1,2,1,749.99,0.2,1714409905.065816,DB,47.9,35924.521
66,2,23,1,299.99,0.07,1714409905.065816,DB,47.9,14369.521
66,3,12,1,549.99,0.07,1714409905.065816,DB,47.9,26344.521
67,1,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
67,2,12,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
67,3,21,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
67,4,5,2,1320.99,0.1,1714409905.065816,DB,47.9,63275.421
67,5,19,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
68,1,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
68,2,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
69,1,22,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
69,2,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
69,3,10,1,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
70,1,3,2,999.99,0.05,1714409905.065816,DB,47.9,47899.521
70,2,18,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
70,3,20,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
71,1,26,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
71,2,24,1,549.99,0.2,1714409905.065816,DB,47.9,26344.521
71,3,18,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
72,1,17,2,429.0,0.07,1714409905.065816,DB,47.9,20549.1
72,2,12,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
72,3,13,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
73,1,22,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
73,2,26,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
73,3,3,2,999.99,0.07,1714409905.065816,DB,47.9,47899.521
73,4,25,1,499.99,0.07,1714409905.065816,DB,47.9,23949.521
73,5,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
74,1,16,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
74,2,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
75,1,3,1,999.99,0.1,1714409905.065816,DB,47.9,47899.521
75,2,7,2,3999.99,0.07,1714409905.065816,DB,47.9,191599.52099999998
75,3,15,1,529.99,0.2,1714409905.065816,DB,47.9,25386.521
76,1,12,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
76,2,11,2,1680.99,0.1,1714409905.065816,DB,47.9,80519.421
76,3,5,1,1320.99,0.07,1714409905.065816,DB,47.9,63275.421
77,1,20,1,599.99,0.07,1714409905.065816,DB,47.9,28739.521
77,2,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
77,3,26,1,599.99,0.2,1714409905.065816,DB,47.9,28739.521
77,4,25,1,499.99,0.2,1714409905.065816,DB,47.9,23949.521
78,1,17,1,429.0,0.07,1714409905.065816,DB,47.9,20549.1
78,2,19,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
78,3,18,2,449.0,0.1,1714409905.065816,DB,47.9,21507.1
78,4,14,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
79,1,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
79,2,17,2,429.0,0.05,1714409905.065816,DB,47.9,20549.1
79,3,6,1,469.99,0.1,1714409905.065816,DB,47.9,22512.521
79,4,25,2,499.99,0.07,1714409905.065816,DB,47.9,23949.521
80,1,26,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
80,2,24,1,549.99,0.1,1714409905.065816,DB,47.9,26344.521
80,3,17,1,429.0,0.2,1714409905.065816,DB,47.9,20549.1
81,1,10,2,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999
81,2,23,2,299.99,0.05,1714409905.065816,DB,47.9,14369.521
81,3,25,2,499.99,0.05,1714409905.065816,DB,47.9,23949.521
82,1,25,2,499.99,0.1,1714409905.065816,DB,47.9,23949.521
82,2,11,2,1680.99,0.2,1714409905.065816,DB,47.9,80519.421
83,1,20,1,599.99,0.2,1714409905.065816,DB,47.9,28739.521
83,2,3,2,999.99,0.05,1714409905.065816,DB,47.9,47899.521
84,1,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521
84,2,15,2,529.99,0.07,1714409905.065816,DB,47.9,25386.521
85,1,4,2,2899.99,0.05,1714409905.065816,DB,47.9,138909.52099999998
85,2,18,1,449.0,0.07,1714409905.065816,DB,47.9,21507.1
86,1,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
86,2,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521
86,3,21,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
86,4,15,1,529.99,0.1,1714409905.065816,DB,47.9,25386.521
87,1,20,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
87,2,23,2,299.99,0.1,1714409905.065816,DB,47.9,14369.521
88,1,10,1,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
88,2,8,2,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
88,3,7,1,3999.99,0.1,1714409905.065816,DB,47.9,191599.52099999998
89,1,5,1,1320.99,0.05,1714409905.065816,DB,47.9,63275.421
89,2,6,2,469.99,0.1,1714409905.065816,DB,47.9,22512.521
90,1,3,1,999.99,0.1,1714409905.065816,DB,47.9,47899.521
90,2,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
91,1,11,1,1680.99,0.1,1714409905.065816,DB,47.9,80519.421
91,2,25,1,499.99,0.05,1714409905.065816,DB,47.9,23949.521
91,3,15,2,529.99,0.07,1714409905.065816,DB,47.9,25386.521
91,4,13,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
92,1,8,1,1799.99,0.1,1714409905.065816,DB,47.9,86219.521
93,1,22,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
93,2,17,1,429.0,0.05,1714409905.065816,DB,47.9,20549.1
93,3,21,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
93,4,2,1,749.99,0.2,1714409905.065816,DB,47.9,35924.521
93,5,10,2,1549.0,0.07,1714409905.065816,DB,47.9,74197.09999999999
94,1,12,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
94,2,4,1,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
94,3,11,1,1680.99,0.2,1714409905.065816,DB,47.9,80519.421
94,4,21,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
95,1,10,2,1549.0,0.2,1714409905.065816,DB,47.9,74197.09999999999
95,2,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
95,3,8,2,1799.99,0.2,1714409905.065816,DB,47.9,86219.521
95,4,20,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
96,1,26,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
96,2,23,1,299.99,0.05,1714409905.065816,DB,47.9,14369.521
97,1,20,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
97,2,2,1,749.99,0.07,1714409905.065816,DB,47.9,35924.521
97,3,6,2,469.99,0.2,1714409905.065816,DB,47.9,22512.521
97,4,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
98,1,19,1,449.0,0.07,1714409905.065816,DB,47.9,21507.1
98,2,21,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
98,3,2,1,749.99,0.2,1714409905.065816,DB,47.9,35924.521
98,4,22,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
99,1,13,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
99,2,21,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
99,3,25,2,499.99,0.05,1714409905.065816,DB,47.9,23949.521
99,4,7,2,3999.99,0.07,1714409905.065816,DB,47.9,191599.52099999998
99,5,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
100,1,12,2,549.99,0.05,1714409905.065816,DB,47.9,26344.521
100,2,11,2,1680.99,0.1,1714409905.065816,DB,47.9,80519.421
100,3,7,2,3999.99,0.2,1714409905.065816,DB,47.9,191599.52099999998
100,4,16,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
100,5,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
101,1,12,2,549.99,0.2,1714409905.065816,DB,47.9,26344.521
102,1,15,1,529.99,0.05,1714409905.065816,DB,47.9,25386.521
102,2,22,1,269.99,0.07,1714409905.065816,DB,47.9,12932.521
103,1,17,1,429.0,0.07,1714409905.065816,DB,47.9,20549.1
103,2,3,1,999.99,0.05,1714409905.065816,DB,47.9,47899.521
103,3,18,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
103,4,15,2,529.99,0.1,1714409905.065816,DB,47.9,25386.521
103,5,9,2,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
104,1,19,2,449.0,0.1,1714409905.065816,DB,47.9,21507.1
104,2,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
105,1,11,2,1680.99,0.2,1714409905.065816,DB,47.9,80519.421
105,2,3,1,999.99,0.05,1714409905.065816,DB,47.9,47899.521
105,3,9,1,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
106,1,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
106,2,13,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
107,1,19,1,449.0,0.2,1714409905.065816,DB,47.9,21507.1
107,2,13,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
108,1,11,1,1680.99,0.1,1714409905.065816,DB,47.9,80519.421
108,2,22,2,269.99,0.07,1714409905.065816,DB,47.9,12932.521
108,3,16,2,599.99,0.05,1714409905.065816,DB,47.9,28739.521
109,1,22,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
109,2,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
110,1,14,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
111,1,14,1,269.99,0.1,1714409905.065816,DB,47.9,12932.521
111,2,12,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
112,1,23,2,299.99,0.2,1714409905.065816,DB,47.9,14369.521
112,2,25,2,499.99,0.07,1714409905.065816,DB,47.9,23949.521
112,3,24,2,549.99,0.05,1714409905.065816,DB,47.9,26344.521
112,4,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
113,1,12,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
113,2,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
113,3,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
113,4,23,1,299.99,0.2,1714409905.065816,DB,47.9,14369.521
113,5,5,2,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
114,1,12,1,549.99,0.05,1714409905.065816,DB,47.9,26344.521
114,2,2,1,749.99,0.07,1714409905.065816,DB,47.9,35924.521
114,3,13,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
115,1,22,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
115,2,19,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
116,1,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
117,1,22,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
117,2,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
117,3,14,1,269.99,0.2,1714409905.065816,DB,47.9,12932.521
117,4,19,1,449.0,0.05,1714409905.065816,DB,47.9,21507.1
118,1,18,1,449.0,0.07,1714409905.065816,DB,47.9,21507.1
118,2,4,1,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
118,3,6,1,469.99,0.07,1714409905.065816,DB,47.9,22512.521
118,4,3,2,999.99,0.1,1714409905.065816,DB,47.9,47899.521
118,5,23,2,299.99,0.07,1714409905.065816,DB,47.9,14369.521
119,1,25,1,499.99,0.05,1714409905.065816,DB,47.9,23949.521
120,1,13,2,269.99,0.05,1714409905.065816,DB,47.9,12932.521
120,2,6,2,469.99,0.05,1714409905.065816,DB,47.9,22512.521
120,3,10,2,1549.0,0.05,1714409905.065816,DB,47.9,74197.09999999999
120,4,17,1,429.0,0.05,1714409905.065816,DB,47.9,20549.1
120,5,16,2,599.99,0.2,1714409905.065816,DB,47.9,28739.521
121,1,5,1,1320.99,0.2,1714409905.065816,DB,47.9,63275.421
121,2,14,2,269.99,0.1,1714409905.065816,DB,47.9,12932.521
121,3,4,2,2899.99,0.1,1714409905.065816,DB,47.9,138909.52099999998
121,4,24,2,549.99,0.07,1714409905.065816,DB,47.9,26344.521
121,5,2,2,749.99,0.05,1714409905.065816,DB,47.9,35924.521
122,1,16,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
123,1,12,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
124,1,16,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
124,2,4,1,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
124,3,7,2,3999.99,0.05,1714409905.065816,DB,47.9,191599.52099999998
125,1,17,1,429.0,0.1,1714409905.065816,DB,47.9,20549.1
126,1,9,2,2999.99,0.05,1714409905.065816,DB,47.9,143699.52099999998
127,1,17,1,429.0,0.07,1714409905.065816,DB,47.9,20549.1
127,2,20,1,599.99,0.1,1714409905.065816,DB,47.9,28739.521
127,3,4,2,2899.99,0.07,1714409905.065816,DB,47.9,138909.52099999998
128,1,24,2,549.99,0.1,1714409905.065816,DB,47.9,26344.521
128,2,16,2,599.99,0.1,1714409905.065816,DB,47.9,28739.521
128,3,4,2,2899.99,0.2,1714409905.065816,DB,47.9,138909.52099999998
128,4,3,2,999.99,0.2,1714409905.065816,DB,47.9,47899.521
129,1,18,1,449.0,0.1,1714409905.065816,DB,47.9,21507.1
129,2,9,1,2999.99,0.1,1714409905.065816,DB,47.9,143699.52099999998
130,1,26,1,599.99,0.05,1714409905.065816,DB,47.9,28739.521
130,2,5,2,1320.99,0.07,1714409905.065816,DB,47.9,63275.421
131,1,22,2,269.99,0.2,1714409905.065816,DB,47.9,12932.521
